#      dist        eig   iband        s       pz       px       py    dz2r2      dxz      dyz      dxy    dx2y2      fm0     f+m1     f-m1     f+m2     f-m2     f+m3     f-m3  
    0.52280    6.29372       5    0.496    9.768    9.768    1.762    1.021    0.001    0.800    0.800    0.362    0.020    0.002    0.013    0.002    0.005    0.022    0.014
    0.52280    6.70481       6   10.281    4.056    4.056    7.148    0.229    0.055    0.939    0.939    0.632    0.040    0.035    0.002    0.012    0.010    0.014    0.002
    0.52280    7.66283       7   14.831    2.203    2.203    9.036    0.119    1.810    0.157    0.157    0.338    0.016    0.004    0.031    0.027    0.013    0.025    0.050
    0.53416   -5.56324       3    1.696   14.177   14.177    0.579    0.093    0.016    0.264    0.264    0.048    0.019    0.001    0.016    0.001    0.004    0.022    0.010
    0.53416   -5.13086       4    0.007    5.502    5.502   19.927    0.051    0.357    0.086    0.086    0.087    0.007    0.026    0.009    0.000    0.020    0.001    0.014
    0.53416    6.31444       5    0.429   10.033   10.033    1.500    1.025    0.001    0.799    0.799    0.361    0.020    0.002    0.012    0.002    0.004    0.022    0.012
    0.53416    6.67937       6    9.817    4.090    4.090    7.438    0.233    0.069    0.924    0.924    0.653    0.039    0.035    0.002    0.012    0.009    0.014    0.001
    0.53416    7.50517       7   15.593    1.924    1.924    8.706    0.115    1.801    0.173    0.173    0.328    0.017    0.004    0.031    0.026    0.012    0.025    0.049
    0.54553   -5.44759       3    1.443   14.405   14.405    0.492    0.093    0.015    0.268    0.268    0.045    0.019    0.001    0.017    0.001    0.005    0.023    0.010
    0.54553   -5.08204       4    0.005    5.459    5.459   20.096    0.047    0.361    0.087    0.087    0.088    0.007    0.027    0.009    0.000    0.020    0.001    0.015
    0.54553    6.33517       5    0.364   10.286   10.286    1.255    1.029    0.001    0.797    0.797    0.359    0.019    0.002    0.012    0.002    0.004    0.022    0.011
    0.54553    6.65529       6    9.211    4.137    4.137    7.819    0.240    0.088    0.905    0.905    0.679    0.038    0.035    0.001    0.011    0.009    0.013    0.001
    0.54553    7.35845       7   16.487    1.640    1.640    8.297    0.108    1.786    0.195    0.195    0.313    0.019    0.003    0.031    0.026    0.010    0.025    0.049
    0.55689   -5.34018       3    1.201   14.623   14.623    0.410    0.092    0.013    0.271    0.271    0.043    0.020    0.001    0.017    0.001    0.005    0.024    0.010
    0.55689   -5.03780       4    0.003    5.419    5.419   20.251    0.044    0.365    0.089    0.089    0.088    0.007    0.027    0.009    0.000    0.020    0.001    0.015
    0.55689    6.35548       5    0.302   10.524   10.524    1.028    1.032    0.000    0.796    0.796    0.357    0.019    0.002    0.011    0.001    0.004    0.022    0.010
    0.55689    6.63233       6    8.419    4.197    4.197    8.321    0.248    0.116    0.877    0.877    0.711    0.037    0.034    0.001    0.010    0.009    0.012    0.001
    0.55689    7.22373       7   17.550    1.354    1.354    7.776    0.100    1.761    0.223    0.223    0.291    0.020    0.003    0.030    0.027    0.008    0.025    0.049
    0.56826   -5.24171       3    0.973   14.827   14.827    0.332    0.092    0.011    0.274    0.274    0.041    0.020    0.001    0.017    0.000    0.005    0.024    0.010
    0.56826   -4.99815       4    0.002    5.382    5.382   20.392    0.041    0.368    0.090    0.090    0.089    0.007    0.027    0.009    0.000    0.021    0.001    0.015
    0.56826    6.37498       5    0.244   10.746   10.746    0.821    1.035    0.000    0.795    0.795    0.356    0.019    0.002    0.010    0.001    0.004    0.021    0.009
    0.56826    6.61013       6    7.396    4.270    4.270    8.985    0.260    0.159    0.839    0.839    0.752    0.034    0.033    0.001    0.009    0.009    0.010    0.001
    0.56826    7.10220       7   18.829    1.068    1.068    7.100    0.088    1.723    0.263    0.263    0.259    0.023    0.004    0.030    0.027    0.007    0.026    0.049
    0.57963   -5.15286       3    0.762   15.017   15.017    0.261    0.092    0.009    0.277    0.277    0.039    0.020    0.001    0.017    0.000    0.006    0.025    0.010
    0.57963   -4.96313       4    0.001    5.349    5.349   20.517    0.039    0.371    0.091    0.091    0.090    0.007    0.027    0.009    0.000    0.021    0.001    0.016
    0.57963    6.39326       5    0.191   10.949   10.949    0.635    1.038    0.000    0.794    0.794    0.354    0.019    0.002    0.010    0.001    0.004    0.021    0.008
    0.57963    6.58822       6    6.104    4.350    4.350    9.853    0.275    0.223    0.785    0.785    0.804    0.031    0.032    0.001    0.007    0.010    0.009    0.001
    0.57963    6.99510       7   20.357    0.792    0.792    6.226    0.073    1.662    0.318    0.318    0.216    0.026    0.005    0.030    0.028    0.005    0.027    0.048
    0.59099   -5.07429       3    0.572   15.188   15.188    0.196    0.092    0.007    0.279    0.279    0.037    0.020    0.001    0.017    0.000    0.006    0.025    0.011
    0.59099   -4.93275       4    0.001    5.319    5.319   20.627    0.037    0.374    0.092    0.092    0.090    0.007    0.027    0.010    0.000    0.021    0.001    0.016
    0.59099    6.40995       5    0.142   11.131   11.131    0.470    1.040    0.000    0.793    0.793    0.353    0.019    0.002    0.009    0.001    0.004    0.021    0.007
    0.59099    6.56603       6    4.561    4.417    4.417   10.945    0.294    0.318    0.711    0.711    0.864    0.027    0.030    0.001    0.005    0.010    0.007    0.002
    0.59099    6.90375       7   22.111    0.547    0.547    5.134    0.055    1.569    0.392    0.392    0.163    0.031    0.006    0.029    0.029    0.003    0.028    0.047
    0.60236   -5.00662       3    0.404   15.339   15.339    0.138    0.092    0.005    0.281    0.281    0.035    0.020    0.001    0.017    0.000    0.006    0.026    0.011
    0.60236   -4.90703       4    0.000    5.293    5.293   20.721    0.035    0.376    0.093    0.093    0.090    0.007    0.027    0.010    0.000    0.021    0.001    0.016
    0.60236    6.42472       5    0.100   11.289   11.289    0.329    1.043    0.000    0.793    0.793    0.352    0.019    0.002    0.009    0.000    0.003    0.021    0.007
    0.60236    6.54310       6    2.916    4.439    4.439   12.205    0.314    0.453    0.616    0.616    0.928    0.022    0.028    0.002    0.003    0.010    0.005    0.004
    0.60236    6.82930       7   23.941    0.369    0.369    3.875    0.035    1.437    0.488    0.488    0.105    0.036    0.008    0.028    0.031    0.002    0.030    0.045
    0.61372   -4.95041       3    0.263   15.466   15.466    0.090    0.092    0.003    0.283    0.283    0.033    0.020    0.001    0.018    0.000    0.007    0.026    0.011
    0.61372   -4.88597       4    0.000    5.272    5.272   20.797    0.033    0.378    0.094    0.094    0.091    0.007    0.027    0.010    0.000    0.021    0.001    0.016
    0.61372    6.43725       5    0.065   11.421   11.421    0.212    1.044    0.000    0.792    0.792    0.351    0.019    0.002    0.009    0.000    0.003    0.021    0.006
    0.61372    6.51963       6    1.475    4.381    4.381   13.459    0.331    0.620    0.507    0.507    0.985    0.017    0.025    0.004    0.002    0.010    0.003    0.006
    0.61372    6.77219       7   25.539    0.296    0.296    2.624    0.018    1.272    0.597    0.597    0.053    0.042    0.011    0.026    0.032    0.001    0.031    0.042
    0.62509   -4.90615       3    0.149   15.567   15.567    0.051    0.091    0.002    0.284    0.284    0.032    0.020    0.001    0.018    0.000    0.007    0.026    0.011
    0.62509   -4.86959       4    0.000    5.256    5.256   20.858    0.032    0.380    0.095    0.095    0.091    0.007    0.027    0.010    0.000    0.021    0.001    0.017
    0.62509    6.44728       5    0.037   11.526   11.526    0.120    1.046    0.000    0.792    0.792    0.350    0.019    0.002    0.008    0.000    0.003    0.021    0.006
    0.62509    6.49702       6    0.530    4.240    4.240   14.473    0.343    0.793    0.405    0.405    1.023    0.012    0.021    0.006    0.001    0.010    0.001    0.010
    0.62509    6.73152       7   26.608    0.331    0.331    1.614    0.006    1.101    0.700    0.700    0.019    0.046    0.015    0.023    0.033    0.000    0.032    0.039
    0.63645   -4.87423       3    0.067   15.641   15.641    0.023    0.091    0.001    0.285    0.285    0.031    0.020    0.001    0.018    0.000    0.007    0.027    0.011
    0.63645   -4.85789       4    0.000    5.244    5.244   20.901    0.031    0.381    0.095    0.095    0.091    0.007    0.027    0.010    0.000    0.021    0.001    0.017
    0.63645    6.45460       5    0.017   11.601   11.601    0.053    1.047    0.000    0.792    0.792    0.350    0.019    0.002    0.008    0.000    0.003    0.021    0.005
    0.63645    6.47789       6    0.111    4.069    4.069   15.125    0.348    0.936    0.326    0.326    1.041    0.009    0.018    0.008    0.000    0.010    0.000    0.013
    0.63645    6.70513       7   27.117    0.425    0.425    0.966    0.001    0.959    0.778    0.778    0.004    0.050    0.017    0.021    0.033    0.000    0.033    0.036
    0.64782   -4.85496       3    0.017   15.686   15.686    0.006    0.091    0.000    0.286    0.286    0.031    0.020    0.000    0.018    0.000    0.007    0.027    0.011
    0.64782   -4.85086       4    0.000    5.236    5.236   20.927    0.031    0.381    0.095    0.095    0.091    0.007    0.027    0.010    0.000    0.021    0.001    0.017
    0.64782    6.45906       5    0.004   11.647   11.647    0.013    1.047    0.000    0.792    0.792    0.349    0.019    0.002    0.008    0.000    0.003    0.021    0.005
    0.64782    6.46506       6    0.007    3.937    3.937   15.454    0.349    1.025    0.279    0.279    1.046    0.007    0.017    0.009    0.000    0.010    0.000    0.015
    0.64782    6.69051       7   27.276    0.511    0.511    0.640    0.000    0.870    0.825    0.825    0.000    0.052    0.019    0.020    0.033    0.000    0.033    0.034
    0.65918   -4.84852       3    0.000   20.935   20.935   20.935    0.122    0.382    0.382    0.382    0.122    0.027    0.028    0.028    0.000    0.028    0.027    0.027
    0.65918    6.46055       5    0.000   15.550   15.550   15.550    1.396    1.055    1.055    1.055    1.396    0.025    0.018    0.018    0.000    0.013    0.021    0.021
    0.65918    6.68585       7   27.302    0.544    0.544    0.544    0.000    0.841    0.841    0.841    0.000    0.053    0.020    0.020    0.033    0.000    0.033    0.033
    0.67039   -4.84767       3    0.000   20.935   20.935   20.935    0.122    0.382    0.382    0.382    0.122    0.027    0.028    0.028    0.000    0.028    0.027    0.027
    0.67039    6.46046       5    0.000   15.554   15.554   15.554    1.396    1.055    1.055    1.055    1.396    0.025    0.018    0.018    0.000    0.013    0.021    0.021
    0.67039    6.68546       7   27.293    0.547    0.547    0.547    0.000    0.841    0.841    0.841    0.000    0.053    0.020    0.020    0.033    0.000    0.033    0.033
    0.68161   -4.84512       3    0.000   20.935   20.935   20.935    0.121    0.383    0.383    0.383    0.121    0.027    0.028    0.028    0.000    0.028    0.027    0.027
    0.68161    6.46019       5    0.000   15.563   15.563   15.563    1.393    1.056    1.056    1.056    1.393    0.025    0.018    0.018    0.000    0.013    0.021    0.021
    0.68161    6.68429       7   27.265    0.556    0.556    0.556    0.000    0.840    0.840    0.840    0.000    0.053    0.020    0.020    0.033    0.000    0.033    0.033
    0.69282   -4.84088       3    0.000   20.935   20.935   20.935    0.121    0.384    0.384    0.384    0.121    0.027    0.028    0.028    0.000    0.028    0.027    0.027
    0.69282    6.45971       5    0.000   15.578   15.578   15.578    1.388    1.056    1.056    1.056    1.388    0.026    0.018    0.018    0.000    0.013    0.021    0.021
    0.69282    6.68233       7   27.218    0.571    0.571    0.571    0.000    0.840    0.840    0.840    0.000    0.053    0.020    0.020    0.033    0.000    0.033    0.033
    0.70403   -4.83494       3    0.000   20.935   20.935   20.935    0.121    0.385    0.385    0.385    0.121    0.027    0.028    0.028    0.000    0.028    0.027    0.027
    0.70403    6.45901       5    0.000   15.600   15.600   15.600    1.381    1.057    1.057    1.057    1.381    0.026    0.018    0.018    0.000    0.013    0.021    0.021
    0.70403    6.67959       7   27.153    0.591    0.591    0.591    0.000    0.840    0.840    0.840    0.000    0.053    0.020    0.020    0.034    0.000    0.033    0.033
    0.71525   -4.82730       3    0.000   20.934   20.934   20.934    0.120    0.388    0.388    0.388    0.120    0.027    0.028    0.028    0.000    0.028    0.027    0.027
    0.71525    6.45806       5    0.000   15.627   15.627   15.627    1.373    1.058    1.058    1.058    1.373    0.027    0.018    0.018    0.000    0.013    0.022    0.022
    0.71525    6.67605       7   27.069    0.618    0.618    0.618    0.000    0.839    0.839    0.839    0.000    0.053    0.020    0.020    0.034    0.000    0.033    0.033
    0.72646   -4.81798       3    0.000   20.934   20.934   20.934    0.120    0.390    0.390    0.390    0.120    0.027    0.028    0.028    0.000    0.028    0.027    0.027
    0.72646    6.45680       5    0.000   15.661   15.661   15.661    1.363    1.059    1.059    1.059    1.363    0.028    0.019    0.019    0.000    0.014    0.022    0.022
    0.72646    6.67172       7   26.966    0.650    0.650    0.650    0.000    0.838    0.838    0.838    0.000    0.053    0.020    0.020    0.034    0.000    0.033    0.033
    0.73767   -4.80696       3    0.000   20.933   20.933   20.933    0.119    0.393    0.393    0.393    0.119    0.027    0.027    0.027    0.000    0.028    0.027    0.027
    0.73767    6.45519       5    0.000   15.700   15.700   15.700    1.351    1.061    1.061    1.061    1.351    0.029    0.019    0.019    0.000    0.014    0.023    0.023
    0.73767    6.66659       7   26.844    0.689    0.689    0.689    0.000    0.838    0.838    0.838    0.000    0.053    0.020    0.020    0.034    0.000    0.033    0.033
    0.74888   -4.79425       3    0.000   20.932   20.932   20.932    0.118    0.397    0.397    0.397    0.118    0.027    0.027    0.027    0.000    0.027    0.027    0.027
    0.74888    6.45317       5    0.000   15.745   15.745   15.745    1.337    1.062    1.062    1.062    1.337    0.030    0.020    0.020    0.000    0.014    0.024    0.024
    0.74888    6.66064       7   26.704    0.733    0.733    0.733    0.000    0.837    0.837    0.837    0.000    0.053    0.020    0.020    0.035    0.000    0.033    0.033
